"","V1","V2"
"1",4196.08055922564,-5.408784754136
"2",4355.08960858513,-16.5191859824984
"3",4317.54639748966,-11.1482328527113
"4",4223.50106272978,-6.06874234068621
"5",4141.26431633444,-5.43232338101257
"6",4096.96992761949,-6.66985964307603
"7",4092.47375847311,-4.48742556104456
"8",4033.44757618624,-4.5967604693244
"9",3956.58890488568,0.548378738702549
"10",3924.30370914235,1.25639253504141
"11",3918.85383695715,-0.959607292624062
"12",3871.3820028866,2.43468101351869
"13",3843.78582225126,2.95502965590533
"14",3917.32264260684,5.09771010454974
"15",3935.72847613166,11.4163567038143
"16",3842.98588113223,17.44117826574
"17",3670.2439252068,11.6895775888481
"18",3824.39095710306,16.2688688390396
"19",3916.23402494543,20.0677759507124
"20",3899.73048849667,20.4195430980009
"21",3795.00837976792,15.763209922641
"22",3707.46067540786,5.5248293409161
"23",3771.25034466912,7.54592715992647
"24",3772.86164945715,12.9781464221431
"25",3729.70554845474,17.8860856598498
"26",3709.45553947898,19.2332721785003
"27",3873.22054874196,14.4938258750766
"28",3893.67593204274,24.6626048368566
"29",3963.75895960191,27.6391715255438
"30",4008.42456234203,26.1858514523973
"31",3982.61641737994,22.7229285146677
"32",3984.92483161478,11.956630931181
"33",4001.06361837948,3.16229786592381
"34",3896.60901058421,-0.389063816444559
"35",3782.26372572955,0.715795180376809
"36",3792.40025957893,3.37723735734529
"37",4029.82442339729,-3.35730578852622
"38",4017.38434555951,11.7973094267004
"39",3960.53521010455,24.8680719113818
"40",3936.4327805463,25.0556395287608
"41",3970.25417911305,9.48070810355394
"42",3919.16144696404,6.24776144588698
"43",3988.19312600528,0.462487314261673
"44",4012.94959393669,1.3915088129979
"45",3999.19115672392,8.03559247185209
"46",4005.09074850643,15.4940400965074
"47",4045.26403808594,16.474214441636
"48",3948.54001572553,12.443832696653
"49",3884.84051513672,8.68552652994797
"50",3886.09711949966,6.82183059991576
"51",3914.5354793773,6.7040704465379
"52",3813.77747838637,5.26939661362606
"53",3732.57872099035,7.17753092447922
"54",3763.59398336971,9.63959697648595
"55",3868.0006498449,11.2073723288144
"56",3913.10429472082,11.1498269473806
"57",3943.09180405561,4.55700683593756
"58",3888.04467773437,12.0959185431986
"59",3743.41881067613,22.194159414254
"60",3586.3644732307,25.7412588082108
"61",3586.42645443187,14.951192818436
"62",3537.17586203182,16.1361879834942
"63",3595.53390323414,14.2453122606466
"64",3798.14928301643,6.87287154852171
"65",4038.38709214154,-0.883310355392045
"66",3985.73082059973,7.67583630131736
"67",3989.99292710248,14.3412200329352
"68",4061.8515625,11.690549364277
"69",4024.4932681813,12.1017695408241
"70",3836.28643798828,22.2480815812654
"71",3752.59816248277,35.842602299709
"72",3808.48973711799,21.7105682971432
"73",3871.62595322553,10.3459083706725
"74",3981.131676169,6.04987350164678
